word,id,mark,definition,pronunciation,example
quench,67338b5d-5cf3-4f3b-9ec9-5692b774d4db,false,put an end to; drown or put out,kwench,
interloper,3e02a5e1-ba02-4ab0-bde9-58557673d6dc,false,a person who becomes involved in a place or situation where they are not wanted or are considered not to belong,,
canned,462ff824-c266-483f-9c3f-cda47191e0b6,false,,a canned answer,
congenital; congenitally,ff4dddf2-ef7e-431f-a070-67f1e460fbc6,false,,congenitally incapable [of],
tinker [with],70cdf67e-9729-4c94-b80c-12848011050b,false,,,
signifier,64dec6a7-6130-47bd-a83e-53a6c42f7c97,false,,all those condescending signifiers,
decouple [from],25b18f0a-a6d0-49ec-a850-1c2787b53cb3,false,,,
unrelenting,c1b79bd6-b8b1-4900-9a91-85fadbc374bb,false,,she was unrelenting,
decided; decidedly,83a6936a-8d2b-4d42-9614-3af3fb7dc91f,false,,reactions were decidedly mixed,
eject; ejected; ejection,0d0a0317-afd0-4f76-a3cf-25077d86330b,false,,,
hand-wringing,b110b709-81ee-4733-a9c9-257939172128,false,the excessive display of concern or distress,,
self-described,9a124fa1-7dc5-4cbf-b8c9-ab5e91ec4b22,false,,,
"blend (v, n)",5eaf529b-5a80-40e9-90bf-32eef75cbf19,false,,a blend of,
defease,375dc74c-c268-44a2-8318-7138f9f23ca5,false,"to offset formally (a debt, liability, etc.) by defeasance; to defeat or annul (a contract, deed, etc.).",,
informed [by],2890cf49-a851-496c-b1a3-43464aeb89bc,false,,,
indeterminate,07bcf831-712d-416c-90d9-5010ae1709f3,false,,The effect is indeterminate,
sense of resignation,20486c09-f6a8-4c0d-b869-01a944069fb7,false,to give up,,
labor (v); labored,04df3e87-1c65-4b12-85a9-d860f3879325,false,,,
oily,8c6214ba-fe93-4aa1-98a4-b5af7b4e84be,false,,Comey has shown himself to be even oilyier this time.,
chronology,ad80a591-2b7f-45fe-a31f-a8f84842256d,false,,chronology of events,
divest,8e813573-2fd6-4de9-884b-65827d3d866a,false,,,
craven; cravenly,ebdf0b7d-0e26-4269-bd43-78541a313c6c,false,lacking the least bit of courage; cowardly,KRAY ven,a craven raven that abhors bugs
expostulate,9ada1d47-4da6-4bfc-947a-dd238d8886f7,false,to argue earnestly in an attempt to dissuade or show strong disapproval; to express strong disapproval or disagreement,,"expostulated with me; full of bluster about how bravely he would fight, but his comrades found him to be craven once the battle started; To let his wife do his fighting for him was the act of a craven husband.; the cravenly act of the assassin"
… are many and varied,bfae14a1-6fba-4668-b75c-bc8c711f0c29,false,,,
"…sensitivities to changes in key valuation assumptions, disaggregated by type of instrument",05babefc-3f7e-427f-ae9f-a52132c851d4,false,,,
related,5ef86623-2ed8-428b-8d28-3fda595df88c,false,,,
scope,f8842997-73fa-48aa-b7e0-29ed1ac60ad6,false,,,
discredited,4c237b06-5f4d-4ecc-8ad1-6be42e73f22d,false,,,
spatial-temporal reasoning ability,4d505720-d6ab-490b-9c08-3e4c98dd304b,false,,,
portable,e98ef4cf-0841-4e40-af81-252399b330ba,false,,,
meadow,55cab747-26f0-45f2-b4ea-3f16558fafa3,false,,,
designate,d3fdaa11-7722-4eef-8850-68c4e5a8ad67,false,,,
intensive,e68066b7-3e21-4603-846e-98839fa2f05a,false,,,
unsurpassed,94b25368-436e-42c0-9d90-05df3c51e17d,false,,,
subtlety,c9757cc7-2cfd-4ed4-bb09-8512575da6e4,false,,,
expressive,f5c42369-1cd9-4920-95ff-a4f0becd29e6,false,,,
cognitive and spacial perception,8a28cab7-09a4-408a-9536-bf6511e020af,false,,,
aphorism,5deec857-0791-4e6e-941a-f06b6cd1bee0,false,wise saying,,
scarcely,dfc522e9-8973-4363-80da-7eba55cddbe6,false,,,
placeholders,500d2ffc-c9e7-4263-bbff-a0e71fc1df17,false,,,
insufficient,aeb8b619-1ec5-4bca-bf11-ad67a3dc02bc,false,,,
immutable,380ede15-2fb2-4d23-ab1b-d5fff3be946f,false,,,
occurrence,a4d5bd0f-c6f8-4386-b751-4088adde7897,false,,,
normative,79c585d7-3f46-44ba-961c-d2c12779fcf0,false,,,
milieu,3ae38301-7e9d-4dfb-832f-df6c499c77e6,false,environment or surroundings,meel YOO,feels out of his milieu; The NYSE is a milieu of frenzied activity during trading hours.
pejorative,b3252c20-0ff0-4f7f-a0be-a667f23de123,false,,,
double-talk,0e90d92d-3f0c-4484-8127-02bfea7c4bb4,false,,responded with a fog of double-talk,
palatable,63875dc8-02f5-4d6b-b62b-0ff01a3d5a21,false,pleasing to the taste,more palatable,
surroundings; environment,15731943-402f-4b5d-8885-a616dfb52e43,false,,,
exemplify; exemplified [by],3b6e8ca5-f352-4e9d-86d5-f9e823827798,false,,,
uncanny,edbeae91-a8cd-470f-a7ed-d479933e05da,false,,,
There questions were no longer attacking but sincere and searching.,a6125871-e45f-4d79-8076-4e7e5a36a0f3,false,,,
The message had penetrated their intellectual façade.,22d5735c-5959-40f3-b71b-1d225f99e2ac,false,,,
arbitrary,5fd69084-ff7d-4201-93f8-45b764f008b4,false,,,
dazed,8032ca22-879b-4dd3-8cbc-d83ddb9f6a44,false,,,
futility [of],65dd82c0-7bc0-4452-9ea7-34cb1100c264,false,,,
unmet,1faab763-8d8c-4b65-8e78-316eb3c1ffce,false,,,
reeling [in],d470cc13-56a6-433f-b765-beee248e6d3d,false,,,
exclusively,e4629b54-25bd-455b-94bf-26699917b126,false,,,
foregoing,f64a3410-365d-4c01-8faf-5ab045cb23ce,false,,,
common sense,a029e30a-19cd-4788-b978-692dd7f3618c,false,intuitions that are commonly shared,,
wrack; wracked,b9c1083b-5a4d-4fd7-8e2c-3dfe9a84a795,false,wracked with doubts,,
pat,b4b51ed7-08f8-4c8d-b6d1-d491b2d58422,false,"apt; fitting; suitable; glib; fluent, esp. in a shallow way",pat answers,
volition,69d9966f-ea64-4f61-8f11-b990af35a1e5,false,an act of consciously choosing or deciding,"Dan, of his own volition, did it.",
accentuate,252eb9bd-f5d6-4dad-8ffa-ef710ee95204,false,to emphasize or stress,,deepened and accentuated by
antecedent; antecedently,4627a7e4-c0af-433e-bdf2-980908c2fa47,false,a thing or event that precedes another; going before; preceding,an tuh SEED unt,the antecedent to/of; Your ancestors are your antecedents.
convoluted,29e3e76d-ecf3-46ad-b695-de0b6751c5ab,false,expremely difficult to follow; having numerous coils or folds; complicated; intricate,KAHN va loo did,
disingenuous,6ad69905-8484-4756-9215-ec568efb8bc1,false,not straightforward; insincere,,
indubitable,4ddce723-ad64-4072-8744-fff1a50a88d2,false,too evident to be doubted; unquestionable,,
jaded,5481c370-9635-4f4b-97e1-d12021bca636,false,dulled or wearied by excess or overindulgence,,
masochistic; masochist,f1154989-ac2f-42d5-a3e2-6decc9d11871,false,deriving pleasure from being mistreated mentally or physically,mas eh kis tik,
sordid,65da858a-9a1f-4551-8ee0-80b297806837,false,dirty or disgusting,,
suave,8a1c89c6-0bb7-4f66-acaf-9033536912ef,false,smoothly polite; blandly pleasing,,
travesty,1a02fc13-fd04-4fdd-a0f9-83c021a77f5e,false,a distorted example or imitation,,
underhanded,f80bb5fd-9b71-4209-af02-5d05fd3b0799,false,"marked by secrecy; chicanery, and deception; not honest and aboveboard",sly and underhanded attempt to gain power,
indict; indictment,106aff8e-19b4-4430-8430-7b0ec015f6a8,false,to charge with a crime,,
apex,7328dc0f-5bc2-4419-bc00-da50ef3f9ab6,false,the highest point of something,,
rescind,bd430b96-1c1d-44dc-81b5-235a975d19c5,false,to do away with; to cancel,,
scion,a688e73a-086c-4bbb-be8b-9bfcc0963849,false,a cutting from a plant used to produce new growth; a shoot from a plant that can be grafted onto another plant,sigh en; The scion containing buds was grafted onto the root stock of the tree.,
charlatan,4999d1a5-6f6c-42e9-866a-ec5f97c5d0e4,false,,,
explicable; explicably,dbfc9c42-c3c4-4a44-8b49-f6fbfbbb3ca0,false,,,
entrench; entrenched,2756b554-66f0-4b7b-83fd-d8b4ae33fb8f,false,,become entrenched,
penetrate; penetrates,88285197-014e-4b8a-bb3d-d03bc2d3cefc,false,,,
meaninglessness,9e9881fd-1761-4bde-ac5d-e54ea67553e7,false,,,
degenerate [into]; degeneracy,f4259cf6-91e2-433c-b739-d11a8079c192,false,,,
despair,ad4f5183-34b5-4282-94b3-a109312e41c2,false,,,
flywheel,be9d5519-c98d-49aa-8672-5b8c51901d1b,false,,,
gestalt [of],003c1574-1ecc-4982-ad2f-388459ece81d,false,,,
mediocrity; mediocrities,eebc9d83-4d96-47b6-bc22-3f7860d183b2,false,,,
-centered,1dba161a-f372-473b-bde4-c9b1c598b2e8,false,,,
nonetheless,097cfe0c-8828-4a8e-83cb-9c1b56aacc03,false,,,
[sic],2abd9180-a2fb-4266-abc3-1f539d1b083c,false,quoted exactly from original work,[sic],
equate,eb63bef1-1733-4b97-9fb8-3839c9e3a9c4,false,,equate with,
goat; goating,547b953c-7d7e-41d0-9236-ae22e9e91d14,false,,,
a priori,fdffa904-d0b4-4e1b-aec9-c0ac3adb78fc,false,,,
indefinite; indefinitely,d37872f0-71e5-4f2f-adc1-3dc64cd12e87,false,,,
absurdity,25edcd23-fa8b-4f33-8bef-7e0a8130c9dc,false,,,
posthumous; posthumously,740038b9-85ae-499c-8f3d-65402181a5f4,false,,,
debilitate; debilitating,075f90f6-6115-412a-9433-21d5dc4f9b42,false,,,
apart,d3f374fc-f7dd-4145-8e4f-78734fadab3a,false,,apart [from],
affirm; affirmation,0a33ec78-13c3-498f-98db-8944475e4976,false,,,
speck,6f27dadc-f279-4cd4-b5e4-99cd37326709,false,,a mere speck,
antedate,bca9e145-5118-4c04-8c7b-7d6dea6b7af9,false,,,
unlikely,3c6f9e8e-0637-41a6-878d-ae3ff4bc245d,false,,,
misconception,f5c20d59-9436-475e-9675-9513e83bc867,false,,,
penchant ,f2161513-ba2b-4eed-99f0-0e3281e2f531,false,,,
mundane,b4e7de2c-0a83-4c73-9295-782412c0720c,false,,,
eschew,081251b4-7f30-4e8a-9347-f4bdfb4442d8,false,,,
predilection,cdd2376f-3d9f-4cae-9680-a7f1ddb50afc,false,,,
limiting,97c5b415-39fa-48b1-9274-16fb46be8764,false,,a limiting factor,
wobble,f928778f-3764-4860-9e79-070a23bb3f3e,false,to move unsteadily from side to side,,
errant,c0ac6847-edd6-40f7-977c-3f251e0526fb,false,,,
soup stock concentrate,4f51976d-27b8-4d3f-907b-661d29e581ee,false,,,
situational awareness,0efeae07-4b0d-47c8-a5be-1e0b9199754f,false,,,
contemplative,59b751fd-e3e7-4283-8bdd-e10fd92c75a9,true,,,
tiresome,ababaa4a-0244-4e7e-9c5c-71065cf73457,true,,,
dense,d9bf6324-a9d6-4078-b2b0-9b627c714e87,true,stupid; dull,,
adequate,d9f6cc66-79a1-4dff-9f8b-6faabc5bd351,false,,,
repulsive,64d51b09-9c47-425f-9a41-113723442172,false,,,
despicable,2647ebcd-2ab0-4332-aa8f-5aa31322aa10,false,,,
captivating,76348e6d-2937-4e07-868b-b59a1850b83f,false,,,
sadist; sadistict; sadism,61d9c9ae-792b-43c0-93d3-00f84381693f,false,,,
asconce,17c41fac-56a7-49af-b530-35834616c870,false,with an oblique glance; with doubt or mistrust,look asconse at him,
enwrap,0bcbb4e6-0076-4324-8937-19d4198025a9,false,wrap; envelope; engross or absorb (someone),enwrapped in the music,
stout,52b85937-a1df-490d-978e-bb3fab22ea38,false,,,
florid,8dbfe3c6-686f-4324-b309-afc519f4cb49,false,having a red or flushed complexion; excessively intricate or elaborate,,
intrude; intrusion,8cb69bff-ab3a-4960-bdcb-67d18c5189a3,false,,,
droopy,d5c3bfed-889b-4d45-bf94-414ab7dbdda6,false,,,
contemporative,fa785339-69da-453a-ae4e-888d1ddf202a,false,,,
heartily,9efa962e-4cfe-4195-8425-fdc641b39739,false,,,laughed heartily
pitious,355d01b0-80d7-4ab4-a6c3-c43eef7fd92b,false,,,a pitious spectacle
motion,7b676f1f-3d22-45fb-9c0c-434b8f0fd4b0,false,,,motioned for air
spring,ff4850fb-cac9-4cbb-b279-4cb0d9aba73a,false,,,sprang from
dainty,7692f05f-5c78-49a7-addf-dbee95dbbea9,false,,,
irony,7beea089-9665-453e-9d43-e27642db82b7,false,"expression of one's meaning by using language that normally signifies the opposite, typically for humorous or emphatic effect",,
clatter; clattered,8f3e7d4c-882b-4ffb-a497-c9f7d6f00c3c,false,,,
writhe,d3eef691-529d-465f-9970-004a0bf7c76f,false,,,hand with writhing fingers
presumptuous,85b3eb7f-e818-48dd-b29d-c555cc5eaa75,false,,,
disenchanted,acd20a65-09a0-4605-bc8b-2f4a5649f4ce,false,,,disenchanted by
hoarse,fba68710-de27-4d88-ac77-759350f2b0b3,false,,,asked hoarsely
expansive,4542311b-20e1-4885-8f4b-e3303cfd896c,false,covering a wide area in terms of space or scope; extensive,,expansive beaches
hector,c5bec6e8-6f5c-44f4-9326-09ff54aa1aea,false,to bully or harass by bluster or personal pressure,,
jumble; jumbled; jumbly,8b675833-8474-4605-98d3-d8301d7e5575,false,jumbled or confused; haphazardly ordered/arranged,,
hollow,524045de-ec1c-4fde-9d77-912e254d10de,false,,,
symbollic,9cbf7c14-391c-4992-9ee6-08f6aec79d3a,false,,,
hectic,ba18488e-64b4-4bcb-a694-45b502bc97df,false,,,
spacious,1751b73a-159a-45d6-900d-84455664452e,false,,,
hospitality,1b711c61-a243-4d8f-87d0-03232910716c,false,,,
embolden,39e266d8-e893-468e-8db7-2230f0e373f1,false,,,
derogate,2ffbcd78-5afb-4db3-8d96-e6aedc36c1a8,false,,,
stroked,00dc0deb-588f-41f5-a2b6-d65dfce1ec2f,false,,,stroked his beard
garbled,bbcb3750-5f3d-4986-92f2-c191d7a9b4ed,false,garbled voice,,
gruff,398b203f-a7cf-44bb-9da1-f931674da0f9,false,(of a voice) rough and low in pitch; abrupt or taciturn in manner,,"a gruff, masculine voice; a gruff, no-nonsense approach"
effete,4c4d3641-6a02-4d1f-b549-a6767cab2da1,false,"soft or delicate from or as if from a pampered existence; affected and overly refined; no longer fertile; having lost character, vitality, or strength; marked by weakness or decadence",,
surname,bc4a4300-68e0-4327-8cd5-911a54600075,false,family name; last name; (given name: first name),,
given name,9d90123d-c2de-4c7e-a043-0afdf759e330,false,"first name; (surname: family name, last name)",,
bland,f9edddff-4c8b-46cd-ac8a-b8eafe239ce7,false,lacking flavor; weak or tasteless; lacking vigor or interest; dull; banal; uninteresting; unchallenging; insipid,,
inferior,5c71f5b5-e125-404d-b117-bedc8653dd49,false,,,superior
signify; signifies,72b91e93-51ff-4e7e-b3db-add50c699545,false,,,
scorching,f5825e88-2ba6-4657-9b87-49c1f7b733ee,false,,,
scalding,18bc4327-e156-4021-96a7-db913378f7c6,false,(esp. of very hot liquids),,
superb,33500eb3-3ade-4149-8f68-8e744f6b5cfb,false,very good,,
anxious,b0e1513d-d30b-429b-8f18-cdd085935ba3,false,very nervous,,
squalid,1f97ca30-bfd3-4ba5-ac37-d297c2f5f63d,false,very dirty,,
spotless,50747372-30e1-4eb1-ace1-83ca475fcf52,false,very clean,,
vulgar,05e93e1d-a8e3-4df9-9051-42516880b88f,false,rude,,
brief,8df60380-0c5c-4def-9908-186984b5f0eb,false,short,,
sluggish,1adc61d2-7dc9-4560-a01d-c105dd8ba96b,false,very slow,,
destitute,a14a57d8-08a9-4802-a2a4-d4d129a97c26,false,very poor,,
exhausted,b6d4b8f1-5673-459f-9655-5da2ab1fcce4,false,very tired,,
leery [of],d48238b3-f184-4747-8450-9354791b488a,false,cautious or wary due to realistic suspicions,,
indisposed,57cb5e03-06c8-46bb-a50a-7c9edcc2ddcd,false,,,
incautious,811aa407-bb2f-41f6-9db4-47c3e9228405,false,,,
enchanted,17f79662-675c-40aa-9e16-340c2bcda08e,false,"enthralled, enchanted, charmed (reference to the capacity to be possessed by a particular spirit)",,
charmed,f0957483-98fe-4d5a-b5fe-9a6b8f07ffa6,false,"enthralled, enchanted, charmed (reference to the capacity to be possessed by a particular spirit)",,
disorderly,1fa08e59-d895-4afc-a83e-cbaf061afb42,false,,,"unfocused, disorderly, chaotic"
aggressor,cdcd91fd-a94c-4877-b298-096aaf8d8480,false,,,
pedantry,a57dfc35-36d5-4f42-a326-4e12b06099a6,false,"the ostentatious display of academic knowledge, or undue attention paid to minor details or formal rules.",PEH DEN TREE,
abet,00b54417-e9be-478f-b4c6-5b963e4a2c62,false,,,
confluent [with],457f20b3-b333-4077-b449-b22a45707b62,false,,,
ceaseless; ceaselessly,df357a24-7dcd-4b58-af62-8f97ad0c5a0b,false,,,
itinerant,b6832cd4-8dd2-4d4c-a5ec-e0bc1c37c061,false,traveling from place to place,,an itinerant musician can see a lot of the world
despond; despondent; despondency,8cca1504-8af3-4dac-99c8-d5e4df3abc84,false,"to become disheartened or discouraged, dejected; to give up the will, courage, or spirit; to be thoroughly disheartened; to lose all courage; to become dispirited or depressed; to take an unhopeful view.",,
pitfall,7c3540c8-a3eb-4895-b8ee-1a524ca497dd,false,,,
sic,230c75c6-f909-40b5-83d4-d4d3bcb21efd,false,as written; [sic],,
aberrant,30ef9584-8272-4d5e-940e-08e4a7917a1a,false,"deviating from what is considered proper or normal, typical for a specified thing",,
defeasible,c2418ed3-d576-44b7-831b-b82954b01779,false,"capable of being annulled or invalidated, made void, defeated, terminated, annulled, voided",,
jettison,ec8f5fc4-77dd-4a79-9746-dd4f7f220903,false,,,
accrue; accruing [to],c69ba5f5-1149-434a-8b47-14a19c6ffc04,false,,,
irrelevant; irrelevance [to],bb14da5a-94b3-4554-8687-9ee9099d00bc,false,,,
unmistakable,2ecdb9e8-a859-4507-9bf0-0d0d927ce9d5,false,,,
contents,13493583-7ae8-483b-a88e-92de253c5100,false,,,its contents
demur,3e8a7e32-a7be-45a5-b34f-3e3582745f61,false,to object; to make exception,dih MYOOR,Billy demurred when his friends wanted him to run for class president.
patina,2d7b95dd-1394-4b9c-9458-8593469e554f,false,"a usually green film formed naturally on copper and bronze by long exposure or artificially (as by acids) and often valued aesthetically for its color; an appearance or aura that is derived from association, habit, or established character; a superficial covering or exterior",,academic patina; the criminal has acquired a patina of respectability
cabal,b1b1ca57-608e-4062-957a-9482cdc80000,false,,,
duress,71716490-23b3-4ba6-92fc-7c62b14d3297,false,hardship; restraint; confinement,dyoo RES,under (career) duress
melodious,a69c2e79-9243-4bdf-94f8-9137dc43cc79,false,"soft, soothing, pleasing to the ear",,
oust; ouster,ee3b9189-f316-43b7-a7cc-2e79dc977127,false,to eject; to force out; to banish,owst,immediately ousted form the school; after Roger's ouster
conscientious,83c666d8-aa22-4590-922e-b6e9a3170845,false,able to empathize and aware of surroundings; moral responsible to do own work careful and treat others with respect,con shi EN shuhs,
preposterous,e6383050-6b6b-4de4-89d8-8ba0340d3d50,false,ridiculous; absurd,pre PAW ster uhs,
defamatory,432ddd10-e49b-48b3-9647-6a07434e9a1e,false,,de FAM uh tow ree,the man's defamatory remarks
tiring; untiring,edea5c95-f263-4b5b-91e1-e64914a5c303,false,,,
excess,c3521a94-db7a-4244-84b3-ca6fa669511f,false,(antonym: deficiency),,
abut,edb0f9a0-6e69-4c35-a51c-e2592b4c68ab,false,to border upon; to adjoin,uh BUT,Texas abuts Mexico on its southern border.; The abutting rocks formed a perfect wall.
ajar,b7610ea0-356c-4e04-b86a-b043fbaabdcb,false,partially open,uh JARR,A window had been left ajar.; The back door was left ajar.
asunder,4af65f9a-cab3-4f7b-a016-bb3803adc3db,false,in separate parts; apart from each other in position,uh SUN dur,The ship was torn asunder after hitting the reef.; The curtains had been drawn asunder.
appalling; appalled,1c6c02a6-353b-45ad-a017-5fa0d6957bb7,false,filling with dismay; causing horror or consternation,uh PAWL ing,had an appalled look on her face
artisan,f01e7d2a-713a-4ef2-9c69-4d899e737544,false,a worker skilled in a craft,AHR tih sun,
balm,2df48d1c-5949-4c67-8716-12022c548f8d,false,something that heals or comforts; soothing; an oil or ointment,balm,
bludgeon,8ae9c14a-3605-431c-825e-5afa57c81e79,false,"to hit or attack with heavy impact; a short, heavy thick club that has one end larger than the other",BLUD jun,He bludgeoned them with all the gruesome details of the murder.; The detective suspected the murder weapon was some type of bludgeon.
lather,fc65b9c3-a008-4fad-be2d-b32e746d466d,false,,,
shiver,4d5cc7d8-e9c9-4083-8d85-9de47f178e81,false,,,makes one shiver
haphazard,64014ada-8293-446a-934a-5524e585abe3,false,"marked by lack of plan, order, or direction",,a haphazard path; his haphazard travels around Europe
burrow,86fdefa9-59a1-4304-8e99-af4130fca9f7,false,,,underground burrows
confrontational,04b7b774-6350-4f36-b119-4d43ce55f07c,false,,,
dessicate,5e4d79f3-a38b-49c0-9e49-92f6bb842407,false,to dry out completely; dehydrate,DES ih kayt,"The drought was the worst in fifty years, and the oranges on the trees were dessicated.; Raisins are grapes that have been shrunk and dried through a process of dessication."
potentate,0a7c12b3-59cd-4348-af3d-6eb0cf52bd9a,false,a powerful ruler; an important person,POHT n tayt,"Potentates are usually not elected officials, but the descendants of a line of rajahs, sheiks, or kings."
caprice,99e0380f-562e-46de-98e4-a1f3e4dd116b,false,,,
bulwark,f09b0e91-2a0a-4bca-98af-b3037e8ea9b0,false,a defensive wall; something serving as a principal defense,BULL wurk,Our mother was a bullwark against bad times; no matter how bad things became she always wore a smile and had a cheerful word.
capacious,debe78da-4812-4e73-a434-e5b46c74d2db,false,roomy; able to hold much,kuh PAY shus,a capacious dining room
emit; emissions,91ffa478-1484-46f8-bcaa-e850a4782c46,false,to send or give out; to express; to utter,ee MIT,The sleeping dog emitted a groan which startled us. The car emitted a strange sound when he started the engine.
