word,english,japanese,example,present,teForm,negative,past,pastNegative,potential,imperative,volitional,group,desirative,conditional,passive,causative,causativePassive,honorific,humble,mark
sokkuri [na],all; altogether; entirely; just like; the spitting image of; similar in appearance; similar looking,そっくりな,私は母にそっくりです。(I am similar in appearance to my mother.); そっくりに…,,,,,,,,,,,,,,,,,
sooseeji,sausae,ソーセージ,,,,,,,,,,,,,,,,,,
soosazu,saucers; plates,ソーサズ,,,,,,,,,,,,,,,,,,
sou ieba,"which reminds me …; come to think of it …; now that you mention it …; on that subject …; so, if you say ...",そう言えば,,,,,,,,,,,,,,,,,,
sou yatte,like that; that way; thus,そうやって,,,,,,,,,,,,,,,,,,
soujiki,vacuum,そうじ機；掃除機,,,,,,,,,,,,,,,,,,
souiya,by the way; that's right,そういや,,,,,,,,,,,,,,,,,,
sou iu koto nara,that being the case; in that case; if that's how it is,そういうことなら,,,,,,,,,,,,,,,,,,
sou iu koto ka,I got it; I see; I now know; So that's the reason,そういうことか,,,,,,,,,,,,,,,,,,
sou iu ~,that kind of ~; that sort of ~,そういう～,そういう考え好き？ (You like that kind thought?),,sou itte,,sou itta,,,,,,,sou ieba,,,,,,
zo,"emphatic particle; (used only by men, slang)",ぞ,"殴るぞ！(I""ll hit you!)",,,,,,,,,,,,,,,,,
senchi,centimeter,センチ,,,,,,,,,,,,,,,,,,
sensu,sense; taste,センス,,,,,,,,,,,,,,,,,,
serohanteepu,scotch tape,セロハンテープ,,,,,,,,,,,,,,,,,,
seroteepu,scottch tape; sellotape,セロテープ,,,,,,,,,,,,,,,,,,
seru,"cell (e.g., SQL, Excel)",セル,,,,,,,,,,,,,,,,,,
zerii,jelly; gello,ゼリー,,,,,,,,,,,,,,,,,,
setsunai,painful; trying,せつない,,,,,,,,,,,,,,,,,,
settoappu wizaado,setup wizard,セットアップウィザード,,,,,,,,,,,,,,,,,,
sekkaku ,with trouble; at great pains; despite one's efforts ,せっかく,,,,,,,,,,,,,,,,,,
sekaseka,hurriedly; agitatedly; restless; fidgety,せかせか,,,,,,,,,,,,,,,,,,
seeru,sale,セール,セール品（ひん）(items on sale)；セールがもうすぐ始まるよ。(The sale starts soon.),,,,,,,,,,,,,,,,,
zeitaku wo suru,to indulge in luxury,ぜいたくをする,,,,,,,,,,,,,,,,,,
seizei,at most; at best; to the utmost; as much as; as far as,せいぜい,,,,,,,,,,,,,,,,,,
sungoi,terrible; dreadful; terrific; amazing; great; wonderful; to a great extent,すんごい,,,,,,,,,,,,,,,,,,
suru to,Then …; And…; and then,すると,,,,,,,,,,,,,,,,,,
surusuru to,smoothly; swiftly,するすると,,,,,,,,,,,,,,,,,,
suru,"to do; to make; to have; to cost; to wear small items (necktie, watch, etc.)",する,,shimasu,shite; shinai de; shinakute,shinai; shimasen,shita; shimashita,shinakatta; shimasen deshita,dekiru,shinasai; shiro,shiyou; shimashou,3 (irregular),shitai; shitakunai; shitakatta,sureba; shinakereba; shitara; shinakattara,sareru,saseru,saserareru,nasaru; itasu,,
surakkusu,slacks,スラックス,,,,,,,,,,,,,,,,,,
suyasuya,sleeping peacefully; sleeping quietly; sleeping soundly,すやすや,,,,,,,,,,,,,,,,,,
sumou,sumo (wrestling),すもう,,,,,,,,,,,,,,,,,,
suman,excuse me; sorry,すまん,,,,,,,,,,,,,,,,,,
sumaatofon,smart phone; cell phone,スマートフォン,,,,,,,,,,,,,,,,,,
suponji,sponge,スポンジ,,,,,,,,,,,,,,,,,,
supoito,dropper,スポイト,,,,,,,,,,,,,,,,,,
superu,spelling,スペル,"""happy"" のスペル (spelling of ""happy"")",,,,,,,,,,,,,,,,,
supiichi,speech,スピーチ,,,,,,,,,,,,,,,,,,
sutoppuuocchi,stopwatch,ストップウォッチ,,,,,,,,,,,,,,,,,,
sutoori,story; story line,ストーリー,,,,,,,,,,,,,,,,,,
sutoadopuroshiija,"stored procedure (e.g., SQL)",ストアドプロシージャ,,,,,,,,,,,,,,,,,,
suppori,entirely; completely; cleanly; snugly,すっぽり,,,,,,,,,,,,,,,,,,
zutto,the whole time; for a long time; all the time; much more; all along; by far; all the way; far; much,ずっと,彼はずっとテレビを見た。 kare wa zutto terebi wo mita. He watched TV for a long time.; shoubousho ga mieru made zutto aruite kudasai. (Keep walking until you see a fire station.); 特急（とっきゅう）電車よりずっと速い（はやい）んだ。(much faster),,,,,,,,,,,,,,,,,
zusshiri,heavily; profoundly,ずっしり,,,,,,,,,,,,,,,,,,
sukkari ,all; utterly; quite; entirely; completely; perfectly,すっかり,Shukudai ga aru no o sukkari wasurete ita. (I have completely forgotten about homework.),,,,,,,,,,,,,,,,,
suchuwaadesu,cabin attendant; flight attendant,スチュワーデス,,,,,,,,,,,,,,,,,,
sutando,stand,スタンド,,,,,,,,,,,,,,,,,,
sugoi,incredible; awesome; That's amazing!; wonderful; marvelous; terrific; fierce; dreadful,すごい,,sugoi,sugokute,sugokunai,sugokatta,sugokunakatta,,,,,,sugoi nara; sugokunakereba,,,,,,
sukeboo,skateboarding,スケボー,,,,,,,,,,,,,,,,,,
sukejuuru,schedule,スケジュール,,,,,,,,,,,,,,,,,,
sukuriputo,script (computer programming),スクリプト,,,,,,,,,,,,,,,,,,
sukii wo suru,to ski,スキーをする,,,,,,,,,,,,,,,,,,
~ zuki, -phil; -phile; enthusiast,ずき,,,,,,,,,,,,,,,,,,
zukazuka　suru,making a rude entrance,ずかずかする,,,,,,,,,,,,,,,,,,
sukaato o haku,to put on a skirt,スカートをはく,,,,,,,,,,,,,,,,,,
suupu,soup,スープ,,,,,,,,,,,,,,,,,,
shiau,to do together,し合う,,,,,,,,,,,,,,,,,,
shinboru,symbol,シンボル,,,,,,,,,,,,,,,,,,
shiwashiwa [na],"wrinkled (e.g., paper)",しわしわな,,,,,,,,,,,,,,,,,,
shiwa,wrinkle; crease,しわ,,,,,,,,,,,,,,,,,,
shiroppu,syrup (medicine),シロップ,,,,,,,,,,,,,,,,,,
shokku wo ukeru,to be shocked,ショックを受ける,,,,,,,,,,,,,,,,,,
shou ga nai yo.,I can't help it./That can't be helped.,しょうがないよ。,,,,,,,,,,,,,,,,,,
juutan,carpet; rug,じゅうたん,,,,,,,,,,,,,,,,,,
shawaa,shower,シャワー,shawa o abimasu (take a shower); shawa ga kowarete iru you desu. (It seems the shower is broken.),,,,,,,,,,,,,,,,,
jama suru,to be a nuisance; to be a hindrance; obstacle ;to obstruc; to impede; impediment; encumbrance; intrusion,じゃまする,,,,,,,,,,,,,,,,,,
shaberu,shovel,シャベル,,,,,,,,,,,,,,,,,,
jaketto,jacket (sport),ジャケット,,,,,,,,,,,,,,,,,,
jaanarisuto,journalist,ジャーナリスト,,,,,,,,,,,,,,,,,,
jaanarisuto,journalist,ジャーナリスト,,,,,,,,,,,,,,,,,,
shimau,used to indicate (1) determined completion of an action or (2) inadvertent (inconvenient) completion of an action,しまう,,shimaimasu,shimatte,,shimatta; shimaimashita,,,,,Grammar,,shimaeba,,,,,,
shibui,cool,しぶい,,,,,,,,,,,,,,,,,,
shibashiba,often; again and again; frequently,しばしば,,,,,,,,,,,,,,,,,,
shitoku,to do in advance; to do as a preparation,しとく,rokuga shitoita shinya terebi wo ima made mitete…,,shitoite,,shitoita,,,,,,,,,,,,,
jitto,quietly ,じっと,,,,,,,,,,,,,,,,,,
shitsukoi,insistant; obstinate,しつこい,,,,,,,,,,,,,,,,,,
shikamo,besides; and yet,しかも,,,,,,,,,,,,,,,,,,
shikanai,have no more than; nothing but; no more than,しかない,,,,,,,,,,,,,,,,,,
jettoki,jet,ジェット機,,,,,,,,,,,,,,,,,,
shiiru,sticker,シール,,,,,,,,,,,,,,,,,,
sandaru,sandals,サンダル,,,,,,,,,,,,,,,,,,
sarasara,rustling; murmuring; fluently; silky (hair),さらさら,,,,,,,,,,,,,,,,,,
sabusukuripushon,subscription,サブスクリプション,,,,,,,,,,,,,,,,,,
zabuzabu,splashing; sloshing,ざぶざぶ,,,,,,,,,,,,,,,,,,
