word,mark,definition,pronunciation,example
exhausted,,very tired,,
leery [of],,cautious or wary due to realistic suspicions,,
indisposed,,,,
incautious,,,,
enchanted,,"enthralled, enchanted, charmed (reference to the capacity to be possessed by a particular spirit)",,
charmed,,"enthralled, enchanted, charmed (reference to the capacity to be possessed by a particular spirit)",,
disorderly,,,,"unfocused, disorderly, chaotic"
aggressor,,,,
pedantry,,"the ostentatious display of academic knowledge, or undue attention paid to minor details or formal rules.",PEH DEN TREE,
abet,,,,
confluent [with],,,,
ceaseless; ceaselessly,,,,
itinerant,,traveling from place to place,,an itinerant musician can see a lot of the world
despond; despondent; despondency,,"to become disheartened or discouraged, dejected; to give up the will, courage, or spirit; to be thoroughly disheartened; to lose all courage; to become dispirited or depressed; to take an unhopeful view.",,
pitfall,,,,
sic,,as written; [sic],,
aberrant,,"deviating from what is considered proper or normal, typical for a specified thing",,
defeasible,,"capable of being annulled or invalidated, made void, defeated, terminated, annulled, voided",,
jettison,,,,
accrue; accruing [to],,,,
irrelevant; irrelevance [to],,,,
unmistakable,,,,
contents,,,,its contents
demur,,to object; to make exception,dih MYOOR,Billy demurred when his friends wanted him to run for class president.
patina,,"a usually green film formed naturally on copper and bronze by long exposure or artificially (as by acids) and often valued aesthetically for its color; an appearance or aura that is derived from association, habit, or established character; a superficial covering or exterior",,academic patina; the criminal has acquired a patina of respectability
cabal,,,,
duress,,hardship; restraint; confinement,dyoo RES,under (career) duress
melodious,,"soft, soothing, pleasing to the ear",,
oust; ouster,,to eject; to force out; to banish,owst,immediately ousted form the school; after Roger's ouster
conscientious,,able to empathize and aware of surroundings; moral responsible to do own work careful and treat others with respect,con shi EN shuhs,
preposterous,,ridiculous; absurd,pre PAW ster uhs,
tiring; untiring,,,,
excess,,(antonym: deficiency),,
abut,,to border upon; to adjoin,uh BUT,Texas abuts Mexico on its southern border.; The abutting rocks formed a perfect wall.
ajar,,partially open,uh JARR,A window had been left ajar.; The back door was left ajar.
asunder,,in separate parts; apart from each other in position,uh SUN dur,The ship was torn asunder after hitting the reef.; The curtains had been drawn asunder.
appalling; appalled,,filling with dismay; causing horror or consternation,uh PAWL ing,had an appalled look on her face
artisan,,a worker skilled in a craft,AHR tih sun,
balm,,something that heals or comforts; soothing; an oil or ointment,balm,
bludgeon,,"to hit or attack with heavy impact; a short, heavy thick club that has one end larger than the other",BLUD jun,He bludgeoned them with all the gruesome details of the murder.; The detective suspected the murder weapon was some type of bludgeon.
lather,,,,
shiver,,,,makes one shiver
haphazard,,"marked by lack of plan, order, or direction",,a haphazard path; his haphazard travels around Europe
burrow,,,,underground burrows
confrontational,,,,
dessicate,,to dry out completely; dehydrate,DES ih kayt,"The drought was the worst in fifty years, and the oranges on the trees were dessicated.; Raisins are grapes that have been shrunk and dried through a process of dessication."
potentate,,a powerful ruler; an important person,POHT n tayt,"Potentates are usually not elected officials, but the descendants of a line of rajahs, sheiks, or kings."
caprice,,,,
bulwark,,a defensive wall; something serving as a principal defense,BULL wurk,Our mother was a bullwark against bad times; no matter how bad things became she always wore a smile and had a cheerful word.
capacious,,roomy; able to hold much,kuh PAY shus,a capacious dining room
emit; emissions,,to send or give out; to express; to utter,ee MIT,The sleeping dog emitted a groan which startled us. The car emitted a strange sound when he started the engine.
endure,,to put up with,in DYOOR,endured many hardships; I can't endure the solitude.; enduring quality
engulf,,to surround or enclose completely,in GULF,The movie stars were engulfed by a swarm of paparazzi.; The hurricane completely engulfed the town in a surge of wind and water.
martyr,,one who is willing to sacrifice and even give his life for a cause; one who pretends suffering to gain sympathy,MAHR tur,"She was a professional martyr, all-suffering for her children, or so she would tell them ten times a day.; Jack was a martyr to his job; he worked seven days a week and rarely took a day off."
spurn,,to reject with disdain,spurn,He feared she would spurn him; The buyer's ridiculously low offer to buy the house was spurned by the seller.; The match loser spurned his handshake and walked off.
chide,,to scold; to voice disapproval,chide,The good fairy chided Pinocchio because he lied.; chided him for his bad temper
feature,true,an attribute of something,,
inconstant,true,,,
consensus,,general agreement,kun SEN sus,
cranny,,a small opening as in a wall or rock face,KRAN ee,The secret message was found stuffed into a small cranny in the courtyard wall.; never overlooked a single nook or cranny
fjord,,a long narrow inlet from the sea between steep cliffs or hills,fyord,Norway and New Zealand are two countries noted for having the most scenic fjords in the world.
badger,,"to tease, annoy, harrass persistently",BAJ er,"""Don't badger me,"" Louise said to her daughter.; The school bully badgered Roger endlessly.; I hate to be badgered by phone solicitors."
gazebo,,an outdoor structure with a roof and open sides,guh ZEE boh,A gazebo is most always found in a backyard or park.; The gazebo in the mission courtyard was used for weddings.; gather together in the shade of our backyard gazebo
damper,,one that depresses or restrains; a dulling or deadening influence,DAM pur,put a damper on the defendant's hopes; put a damper on our plans
curvilinear,,"formed, bound, or characterized by curved lines",kurv ah LIN ee ur,curvilinear streets; curvilinear shape of sports cars
serpentine,,snakelike in shape or movement; winding as a snake,sur pun TEEN,
somber,,depressing; gloomy; dark,SOM bur,He had the most somber expression.; The somber weather forecast spoiled our weekend plans.
fathom,,to understand fully; to penetrate the meaning of,FATH um,found it hard to fathom; I can't fathom the reason.
porcine,,reminiscent of or pertaining to a pig; resembling a pig,POOR sine,
defame; defamatory,,to libel or slander; to take away a good name,dih FAYM,defamed and defeated; False accusations by lying women have defamed the reputation of many reputable men; the man's defamatory remarks
debase; debasing,,"to lower in quality, character, or value",dih BAYS,Inflation in Brazil has debased the value of money so much that people won't stoop to recover small coins in the street.; Violent crime in America debases the country.
decree,,an order having the force of law,dih KREE,The governor decreed that all the prisoners be set free.
misanthropy; misanthropic,,someone who hates mankind,mis AN thruh pee,a misanthropic person
misnomer,,an incorrect or inappropriate name,mis NOH mur,"a nickname like ""Speedy"" can be a misnomer"
certify; certified; certifiable,,to confirm formally; verify,SUR tuh fie,certified mail; certifiable liar and crook
glutton; gluttonously,,one who eats or consumes a great deal; having capacity to receive or withstand something,GLUT en,a glutton for punishment
lace,,,,
shawl,,,,
girth,,the distance around something; circumference,girth,measure the girth of the sewer pipe; girth of the planet Earth
hoard,,to accumulate for future use; stockpile,hord,hoarders would be punished
grandiloquent; grandiloquence,,attempting to impress with big words or grand gestures,gran DIL uh kwent,"a grandiloquent speech; They may be eloquent, but there is nothing grand about pompous grandiloquent speakers; The new teacher's grandiloquence didn’t fool the class one bit. She really knew very little about South American history."
husbandry,,"the cultivation, production, and/or management of resources of edible plants or animals",HUHZ buhn dree,Indians were reluctant to adopt English practices of livestock husbandry.
entomology; entomologist,,the scientific study of insects,en tuh MOL uh jee,The primary function of entomologistts is to discover how to prevent insects from destroying crops.
harangue,,"to lecture, berate; a long bombastic speech",huh RANG,"harangues everyone he meets on how badly the government treats farmers; A perpetual haranguer, she was a feminist who believed everyone who didn't believe as she did was an anti-feminist."
agreeance,,antonym: disagreeance,,
intimicize,,,,
maim,,to disable or disfigure; to cripple,maim,Every year people are maimed in automobile accidents by drunk drivers.; the maimed deer scurried into the woods after being injured by the hunter's arrow
loiter; loiterer,,to remain in an area without any specific reason; to lag behind,LOY ter,"Ambulance-chasing lawyers loiter outside hospitals waiting for customers.; The stadium sign said, ""No loitering,"" but autograph hounds loitered there before and after games anyway.; "
insouciant,,calm and carefree; lighthearted,,insouciant demeanor in the locker game before the big game
askew,,to one side; crooked; awry; sidelong look of contempt,uh SKYOO,the pool cue became askew; in the accident the axle had been bent askew; The speaker looked askew at the heckler at every interruption.
umbrage,,"sense of injury or insult; to take offense, displeasure",UM brij,took umbrage [at/with] the remarks/criticisms
unbridled,,violent; unbounded; unrestrained,un BRIDE uld,an unbridled speech; unbridled passion for
verbatim,,using exactly the same words; word for word,,
propulsive,,the act or process of propelling; a propelling force,PROH pul siv,propelled by a propeller
queue,,to form or to wait in line; a line,kyoo,queue of automobiles; queuing up as they arrived; queues at Disney World
muster,,to collect or gather; the act of inspection or critical examination,MUHS tur,mustered all the troops; did not pass muster; Dan mustered all his strength to lift the weight over his head.
dauntless,,fearless; unintimidated,DAWNT lis,"Dauntless and determined, the fireman dashed through the smoke.; undaunted by the flames; dauntless, undaunted; undaunted by the steepness of the mountain; the dauntless soldier"
migratory; migrate,,"roving, wandering, nomadic",MY gruh tor ee,Most American Indian tribes in the Old West were migratory and followed the movements of the buffalo.; Fruit pickers are migratory workers who move from place to place at harvesting time.
ensemble,,a coordinated outfit or costume; a musical group,ahn SOM bul,pair of shoes to match her ensemble
entice,,to lure or attract; to tempt in a pleasing way,in TICE,"enticed us to; an enticing feature; Your job proposal is enticing, but…"
entomb,,to place in or as if in a tomb or grave,in TOOM,
exhume,,"to dig up from a grave; to bring to light, uncover",ig ZOOM,exhumed the reputation of; exhumed the old love letters
entreat,,"to ask earnestly; to implore, plead, or beg",,We entreated our father to take us on a summer vacation to Europe.
infamy,,an evil reputation; extreme disgrace,IN fah mee,live in infamy; infamous for their bad deeds; made infamous
pique,,irritation; resentment stemming from wounded pride; to arouse curiosity,peek,piqued at her brother for peeking at them; showed their pique at…; was piqued at the chemistry teacher; piqued our curiosity
forage,,to search or hunt for food and provisions,FOR uj,"foraged through the shed for plywood, tin sheets, and boards; racoons began foraging through the camp site for anything to eat"
sententious,,,,
consolatory,,,,consolatory proof
ilicited,,,,
philanthropy; philanthropist,,"love of mankind, especially through charitable gifts and deeds",fuh LAN thruh pee,
pillage; pillagers,,"to rob of goods by violent seizure, plunder; to take as spoils",PIL luhj,
lexicon,,"a dictionary; vocabulary terms used in or of a particular profession, subject, or style",LEX sih kon,
lesion,,"wound, injury; especially created by a disease",LEE zhun,the lesion would be prone to infection by airborne bacteria; Ebola is an infectious disease characterized by open lesions of the skin.
